country,energy,year,consumption
Vanuatu,Coal (quad Btu),2022,0
Wake Island,Coal (quad Btu),2022,0
Western Sahara,Coal (quad Btu),2022,0
American Samoa,Coal (quad Btu),2023,0
Angola,Coal (quad Btu),2023,0
Antarctica,Coal (quad Btu),2023,0
Antigua and Barbuda,Coal (quad Btu),2023,0
Aruba,Coal (quad Btu),2023,0
Bahrain,Coal (quad Btu),2023,0
Barbados,Coal (quad Btu),2023,0
Belize,Coal (quad Btu),2023,0
British Virgin Islands,Coal (quad Btu),2023,0
Burkina Faso,Coal (quad Btu),2023,0
Cabo Verde,Coal (quad Btu),2023,0
Cameroon,Coal (quad Btu),2023,0
Cayman Islands,Coal (quad Btu),2023,0
Central African Republic,Coal (quad Btu),2023,0
Chad,Coal (quad Btu),2023,0
Comoros,Coal (quad Btu),2023,0
Congo-Brazzaville,Coal (quad Btu),2023,0
Cook Islands,Coal (quad Btu),2023,0
Cote d'Ivoire,Coal (quad Btu),2023,0
Djibouti,Coal (quad Btu),2023,0
Dominica,Coal (quad Btu),2023,0
El Salvador,Coal (quad Btu),2023,0
Equatorial Guinea,Coal (quad Btu),2023,0
Eritrea,Coal (quad Btu),2023,0
Falkland Islands,Coal (quad Btu),2023,0
Faroe Islands,Coal (quad Btu),2023,0
French Guiana,Coal (quad Btu),2023,0
French Polynesia,Coal (quad Btu),2023,0
Gabon,Coal (quad Btu),2023,0
"Gambia, The",Coal (quad Btu),2023,0
Gibraltar,Coal (quad Btu),2023,0
Greenland,Coal (quad Btu),2023,0
Grenada,Coal (quad Btu),2023,0
Guadeloupe,Coal (quad Btu),2023,0
Guam,Coal (quad Btu),2023,0
Guinea,Coal (quad Btu),2023,0
Guinea-Bissau,Coal (quad Btu),2023,0
Guyana,Coal (quad Btu),2023,0
Haiti,Coal (quad Btu),2023,0
Iraq,Coal (quad Btu),2023,0
Kiribati,Coal (quad Btu),2023,0
Liberia,Coal (quad Btu),2023,0
Libya,Coal (quad Btu),2023,0
Macau,Coal (quad Btu),2023,0
Maldives,Coal (quad Btu),2023,0
Mali,Coal (quad Btu),2023,0
Malta,Coal (quad Btu),2023,0
Martinique,Coal (quad Btu),2023,0
Mauritania,Coal (quad Btu),2023,0
Micronesia,Coal (quad Btu),2023,0
Montserrat,Coal (quad Btu),2023,0
Nauru,Coal (quad Btu),2023,0
Netherlands Antilles,Coal (quad Btu),2023,0
Nicaragua,Coal (quad Btu),2023,0
Niue,Coal (quad Btu),2023,0
Northern Mariana Islands,Coal (quad Btu),2023,0
Palestinian Territories,Coal (quad Btu),2023,0
Papua New Guinea,Coal (quad Btu),2023,0
Qatar,Coal (quad Btu),2023,0
Reunion,Coal (quad Btu),2023,0
Saint Helena,Coal (quad Btu),2023,0
Saint Kitts and Nevis,Coal (quad Btu),2023,0
Saint Lucia,Coal (quad Btu),2023,0
Saint Pierre and Miquelon,Coal (quad Btu),2023,0
Saint Vincent/Grenadines,Coal (quad Btu),2023,0
Samoa,Coal (quad Btu),2023,0
Sao Tome and Principe,Coal (quad Btu),2023,0
Seychelles,Coal (quad Btu),2023,0
Sierra Leone,Coal (quad Btu),2023,0
Solomon Islands,Coal (quad Btu),2023,0
Somalia,Coal (quad Btu),2023,0
South Sudan,Coal (quad Btu),2023,0
Sudan,Coal (quad Btu),2023,0
Suriname,Coal (quad Btu),2023,0
The Bahamas,Coal (quad Btu),2023,0
Timor-Leste,Coal (quad Btu),2023,0
Tonga,Coal (quad Btu),2023,0
Trinidad and Tobago,Coal (quad Btu),2023,0
Tunisia,Coal (quad Btu),2023,0
Turkmenistan,Coal (quad Btu),2023,0
Turks and Caicos Islands,Coal (quad Btu),2023,0
Tuvalu,Coal (quad Btu),2023,0
U.S. Pacific Islands,Coal (quad Btu),2023,0
U.S. Territories,Coal (quad Btu),2023,0
U.S. Virgin Islands,Coal (quad Btu),2023,0
Uganda,Coal (quad Btu),2023,0
Vanuatu,Coal (quad Btu),2023,0
Wake Island,Coal (quad Btu),2023,0
Western Sahara,Coal (quad Btu),2023,0
Antarctica,"Nuclear, renewables, and other (quad Btu)",2020,0
Antarctica,"Nuclear, renewables, and other (quad Btu)",2021,0
Antarctica,"Nuclear, renewables, and other (quad Btu)",2022,0
Comoros,"Nuclear, renewables, and other (quad Btu)",2020,0
Comoros,"Nuclear, renewables, and other (quad Btu)",2021,0
Comoros,"Nuclear, renewables, and other (quad Btu)",2022,0
Comoros,"Nuclear, renewables, and other (quad Btu)",2023,0
French Guiana,"Nuclear, renewables, and other (quad Btu)",2020,0
French Guiana,"Nuclear, renewables, and other (quad Btu)",2021,0
French Guiana,"Nuclear, renewables, and other (quad Btu)",2022,0
French Guiana,"Nuclear, renewables, and other (quad Btu)",2023,0
Gibraltar,"Nuclear, renewables, and other (quad Btu)",2020,0
Gibraltar,"Nuclear, renewables, and other (quad Btu)",2021,0
Gibraltar,"Nuclear, renewables, and other (quad Btu)",2022,0
Guadeloupe,"Nuclear, renewables, and other (quad Btu)",2020,0
Guadeloupe,"Nuclear, renewables, and other (quad Btu)",2021,0
Guadeloupe,"Nuclear, renewables, and other (quad Btu)",2022,0
Guadeloupe,"Nuclear, renewables, and other (quad Btu)",2023,0
Martinique,"Nuclear, renewables, and other (quad Btu)",2020,0
Martinique,"Nuclear, renewables, and other (quad Btu)",2021,0
Martinique,"Nuclear, renewables, and other (quad Btu)",2022,0
Martinique,"Nuclear, renewables, and other (quad Btu)",2023,0
Micronesia,"Nuclear, renewables, and other (quad Btu)",2020,0
Micronesia,"Nuclear, renewables, and other (quad Btu)",2021,0
Micronesia,"Nuclear, renewables, and other (quad Btu)",2022,0
Micronesia,"Nuclear, renewables, and other (quad Btu)",2023,0
Montserrat,"Nuclear, renewables, and other (quad Btu)",2020,0
Niue,"Nuclear, renewables, and other (quad Btu)",2020,0
Niue,"Nuclear, renewables, and other (quad Btu)",2021,0
Niue,"Nuclear, renewables, and other (quad Btu)",2022,0
Northern Mariana Islands,"Nuclear, renewables, and other (quad Btu)",2020,0
Northern Mariana Islands,"Nuclear, renewables, and other (quad Btu)",2021,0
Northern Mariana Islands,"Nuclear, renewables, and other (quad Btu)",2022,0
Northern Mariana Islands,"Nuclear, renewables, and other (quad Btu)",2023,0
Reunion,"Nuclear, renewables, and other (quad Btu)",2020,0
Reunion,"Nuclear, renewables, and other (quad Btu)",2021,0
Reunion,"Nuclear, renewables, and other (quad Btu)",2022,0
Reunion,"Nuclear, renewables, and other (quad Btu)",2023,0
Saint Helena,"Nuclear, renewables, and other (quad Btu)",2020,0
Saint Helena,"Nuclear, renewables, and other (quad Btu)",2021,0
Saint Helena,"Nuclear, renewables, and other (quad Btu)",2022,0
Saint Pierre and Miquelon,"Nuclear, renewables, and other (quad Btu)",2020,0
Saint Pierre and Miquelon,"Nuclear, renewables, and other (quad Btu)",2021,0
Saint Pierre and Miquelon,"Nuclear, renewables, and other (quad Btu)",2022,0
Saint Pierre and Miquelon,"Nuclear, renewables, and other (quad Btu)",2023,0
Tuvalu,"Nuclear, renewables, and other (quad Btu)",2020,0
Tuvalu,"Nuclear, renewables, and other (quad Btu)",2021,0
Tuvalu,"Nuclear, renewables, and other (quad Btu)",2022,0
Tuvalu,"Nuclear, renewables, and other (quad Btu)",2023,0
U.S. Pacific Islands,"Nuclear, renewables, and other (quad Btu)",2020,0
U.S. Pacific Islands,"Nuclear, renewables, and other (quad Btu)",2021,0
U.S. Pacific Islands,"Nuclear, renewables, and other (quad Btu)",2022,0
U.S. Pacific Islands,"Nuclear, renewables, and other (quad Btu)",2023,0
U.S. Territories,"Nuclear, renewables, and other (quad Btu)",2020,0
U.S. Territories,"Nuclear, renewables, and other (quad Btu)",2021,0
U.S. Territories,"Nuclear, renewables, and other (quad Btu)",2022,0
Wake Island,"Nuclear, renewables, and other (quad Btu)",2020,0
Wake Island,"Nuclear, renewables, and other (quad Btu)",2021,0
Wake Island,"Nuclear, renewables, and other (quad Btu)",2022,0
Wake Island,"Nuclear, renewables, and other (quad Btu)",2023,0
Western Sahara,"Nuclear, renewables, and other (quad Btu)",2020,0
Western Sahara,"Nuclear, renewables, and other (quad Btu)",2021,0
Western Sahara,"Nuclear, renewables, and other (quad Btu)",2022,0
Western Sahara,"Nuclear, renewables, and other (quad Btu)",2023,0
Antarctica,Renewables and other (quad Btu),2020,0
Antarctica,Renewables and other (quad Btu),2021,0
Antarctica,Renewables and other (quad Btu),2022,0
Comoros,Renewables and other (quad Btu),2020,0
Comoros,Renewables and other (quad Btu),2021,0
Comoros,Renewables and other (quad Btu),2022,0
Comoros,Renewables and other (quad Btu),2023,0
French Guiana,Renewables and other (quad Btu),2020,0
French Guiana,Renewables and other (quad Btu),2021,0
French Guiana,Renewables and other (quad Btu),2022,0
French Guiana,Renewables and other (quad Btu),2023,0
Gibraltar,Renewables and other (quad Btu),2020,0
Gibraltar,Renewables and other (quad Btu),2021,0
Gibraltar,Renewables and other (quad Btu),2022,0
Guadeloupe,Renewables and other (quad Btu),2020,0
Guadeloupe,Renewables and other (quad Btu),2021,0
Guadeloupe,Renewables and other (quad Btu),2022,0
Guadeloupe,Renewables and other (quad Btu),2023,0
Martinique,Renewables and other (quad Btu),2020,0
Martinique,Renewables and other (quad Btu),2021,0
Martinique,Renewables and other (quad Btu),2022,0
Martinique,Renewables and other (quad Btu),2023,0
Micronesia,Renewables and other (quad Btu),2020,0
Micronesia,Renewables and other (quad Btu),2021,0
Micronesia,Renewables and other (quad Btu),2022,0
Micronesia,Renewables and other (quad Btu),2023,0
Montserrat,Renewables and other (quad Btu),2020,0
Niue,Renewables and other (quad Btu),2020,0
Niue,Renewables and other (quad Btu),2021,0
Niue,Renewables and other (quad Btu),2022,0
Northern Mariana Islands,Renewables and other (quad Btu),2020,0
Northern Mariana Islands,Renewables and other (quad Btu),2021,0
Northern Mariana Islands,Renewables and other (quad Btu),2022,0
Northern Mariana Islands,Renewables and other (quad Btu),2023,0
Reunion,Renewables and other (quad Btu),2020,0
Reunion,Renewables and other (quad Btu),2021,0
Reunion,Renewables and other (quad Btu),2022,0
Reunion,Renewables and other (quad Btu),2023,0
Saint Helena,Renewables and other (quad Btu),2020,0
Saint Helena,Renewables and other (quad Btu),2021,0
Saint Helena,Renewables and other (quad Btu),2022,0
Saint Pierre and Miquelon,Renewables and other (quad Btu),2020,0
Saint Pierre and Miquelon,Renewables and other (quad Btu),2021,0
Saint Pierre and Miquelon,Renewables and other (quad Btu),2022,0
Saint Pierre and Miquelon,Renewables and other (quad Btu),2023,0
Tuvalu,Renewables and other (quad Btu),2020,0
Tuvalu,Renewables and other (quad Btu),2021,0
Tuvalu,Renewables and other (quad Btu),2022,0
Tuvalu,Renewables and other (quad Btu),2023,0
U.S. Pacific Islands,Renewables and other (quad Btu),2020,0
U.S. Pacific Islands,Renewables and other (quad Btu),2021,0
U.S. Pacific Islands,Renewables and other (quad Btu),2022,0
U.S. Pacific Islands,Renewables and other (quad Btu),2023,0
U.S. Territories,Renewables and other (quad Btu),2020,0
U.S. Territories,Renewables and other (quad Btu),2021,0
U.S. Territories,Renewables and other (quad Btu),2022,0
Wake Island,Renewables and other (quad Btu),2020,0
Wake Island,Renewables and other (quad Btu),2021,0
Wake Island,Renewables and other (quad Btu),2022,0
Wake Island,Renewables and other (quad Btu),2023,0
Western Sahara,Renewables and other (quad Btu),2020,0
Western Sahara,Renewables and other (quad Btu),2021,0
Western Sahara,Renewables and other (quad Btu),2022,0
Western Sahara,Renewables and other (quad Btu),2023,0
Northern Mariana Islands,Petroleum and other liquids (quad Btu),2020,0
Northern Mariana Islands,Petroleum and other liquids (quad Btu),2021,0
Northern Mariana Islands,Petroleum and other liquids (quad Btu),2022,0
Northern Mariana Islands,Petroleum and other liquids (quad Btu),2023,0
Tuvalu,Petroleum and other liquids (quad Btu),2022,0
Tuvalu,Petroleum and other liquids (quad Btu),2023,0
U.S. Pacific Islands,Petroleum and other liquids (quad Btu),2020,0
U.S. Pacific Islands,Petroleum and other liquids (quad Btu),2021,0
U.S. Territories,Petroleum and other liquids (quad Btu),2020,0
U.S. Territories,Petroleum and other liquids (quad Btu),2021,0
U.S. Territories,Petroleum and other liquids (quad Btu),2022,0
Argentina,Nuclear (quad Btu),2020,0.117654545
Argentina,Nuclear (quad Btu),2021,0.118889027
Argentina,Nuclear (quad Btu),2022,0.087290498
Argentina,Nuclear (quad Btu),2023,0.104778992
Armenia,Nuclear (quad Btu),2020,0.029923661
Armenia,Nuclear (quad Btu),2021,0.021692309
Armenia,Nuclear (quad Btu),2022,0.030849982
Armenia,Nuclear (quad Btu),2023,0.029454638
Belarus,Nuclear (quad Btu),2020,0.00349486
Belarus,Nuclear (quad Btu),2021,0.059764178
Belarus,Nuclear (quad Btu),2022,0.048442071
Belarus,Nuclear (quad Btu),2023,0.121337824
Belgium,Nuclear (quad Btu),2020,0.337527105
Belgium,Nuclear (quad Btu),2021,0.495762928
Belgium,Nuclear (quad Btu),2022,0.430804477
Belgium,Nuclear (quad Btu),2023,0.323287098
Brazil,Nuclear (quad Btu),2020,0.137476156
Brazil,Nuclear (quad Btu),2021,0.142418653
Brazil,Nuclear (quad Btu),2022,0.151522049
Brazil,Nuclear (quad Btu),2023,0.151084936
Bulgaria,Nuclear (quad Btu),2020,0.173769366
Bulgaria,Nuclear (quad Btu),2021,0.172266923
Bulgaria,Nuclear (quad Btu),2022,0.181195728
Bulgaria,Nuclear (quad Btu),2023,0.177904662
Canada,Nuclear (quad Btu),2020,1.044189849
Canada,Nuclear (quad Btu),2021,0.82979258
Canada,Nuclear (quad Btu),2022,0.927537882
Canada,Nuclear (quad Btu),2023,0.953062596
China,Nuclear (quad Btu),2020,3.756039301
China,Nuclear (quad Btu),2021,4.18232877
China,Nuclear (quad Btu),2022,4.28765593
China,Nuclear (quad Btu),2023,4.447601734
Czechia,Nuclear (quad Btu),2020,0.31990693
Czechia,Nuclear (quad Btu),2021,0.327521855
Czechia,Nuclear (quad Btu),2022,0.349803941
Czechia,Nuclear (quad Btu),2023,0.342925362
Finland,Nuclear (quad Btu),2020,0.228347216
Finland,Nuclear (quad Btu),2021,0.231935283
Finland,Nuclear (quad Btu),2022,0.248243665
Finland,Nuclear (quad Btu),2023,0.335829848
France,Nuclear (quad Btu),2020,3.469445711
France,Nuclear (quad Btu),2021,3.73103436
France,Nuclear (quad Btu),2022,2.885510081
France,Nuclear (quad Btu),2023,3.31796868
Germany,Nuclear (quad Btu),2020,0.60861931
Germany,Nuclear (quad Btu),2021,0.666421707
Germany,Nuclear (quad Btu),2022,0.324772293
Germany,Nuclear (quad Btu),2023,0.068462921
Hungary,Nuclear (quad Btu),2020,0.152710952
Hungary,Nuclear (quad Btu),2021,0.152086903
Hungary,Nuclear (quad Btu),2022,0.150516714
Hungary,Nuclear (quad Btu),2023,0.151840083
India,Nuclear (quad Btu),2020,0.507657634
India,Nuclear (quad Btu),2021,0.558457595
India,Nuclear (quad Btu),2022,0.547587634
India,Nuclear (quad Btu),2023,0.571769445
Iran,Nuclear (quad Btu),2020,0.059885974
Iran,Nuclear (quad Btu),2021,0.033459668
Iran,Nuclear (quad Btu),2022,0.062121657
Iran,Nuclear (quad Btu),2023,0.062773066
Japan,Nuclear (quad Btu),2020,0.423161857
Japan,Nuclear (quad Btu),2021,0.618856185
Japan,Nuclear (quad Btu),2022,0.566768474
Japan,Nuclear (quad Btu),2023,0.849647299
Mexico,Nuclear (quad Btu),2020,0.109372728
Mexico,Nuclear (quad Btu),2021,0.116818041
Mexico,Nuclear (quad Btu),2022,0.10607835
Mexico,Nuclear (quad Btu),2023,0.121975016
Netherlands,Nuclear (quad Btu),2020,0.037571471
Netherlands,Nuclear (quad Btu),2021,0.03517325
Netherlands,Nuclear (quad Btu),2022,0.038204263
Netherlands,Nuclear (quad Btu),2023,0.036620601
Pakistan,Nuclear (quad Btu),2020,0.101406206
Pakistan,Nuclear (quad Btu),2021,0.167512709
Pakistan,Nuclear (quad Btu),2022,0.237069375
Pakistan,Nuclear (quad Btu),2023,0.255966826
Romania,Nuclear (quad Btu),2020,0.125947397
Romania,Nuclear (quad Btu),2021,0.123799895
Romania,Nuclear (quad Btu),2022,0.121691765
Romania,Nuclear (quad Btu),2023,0.123805201
Russia,Nuclear (quad Btu),2020,2.285408495
Russia,Nuclear (quad Btu),2021,2.356297524
Russia,Nuclear (quad Btu),2022,2.366202073
Russia,Nuclear (quad Btu),2023,2.298702836
Slovakia,Nuclear (quad Btu),2020,0.17076258
Slovakia,Nuclear (quad Btu),2021,0.188125936
Slovakia,Nuclear (quad Btu),2022,0.190398278
Slovakia,Nuclear (quad Btu),2023,0.219388568
Slovenia,Nuclear (quad Btu),2020,0.060623721
Slovenia,Nuclear (quad Btu),2021,0.054379502
Slovenia,Nuclear (quad Btu),2022,0.053296619
Slovenia,Nuclear (quad Btu),2023,0.05375229
South Africa,Nuclear (quad Btu),2020,0.116574815
South Africa,Nuclear (quad Btu),2021,0.121963992
South Africa,Nuclear (quad Btu),2022,0.101250285
South Africa,Nuclear (quad Btu),2023,0.081550185
South Korea,Nuclear (quad Btu),2020,1.463498072
South Korea,Nuclear (quad Btu),2021,1.443079801
South Korea,Nuclear (quad Btu),2022,1.604412699
South Korea,Nuclear (quad Btu),2023,1.730467807
Spain,Nuclear (quad Btu),2020,0.554803932
Spain,Nuclear (quad Btu),2021,0.537713936
Spain,Nuclear (quad Btu),2022,0.55754281
Spain,Nuclear (quad Btu),2023,0.540074117
Sweden,Nuclear (quad Btu),2020,0.473461912
Sweden,Nuclear (quad Btu),2021,0.510823876
Sweden,Nuclear (quad Btu),2022,0.501517014
Sweden,Nuclear (quad Btu),2023,0.467569169
Switzerland,Nuclear (quad Btu),2020,0.238696421
Switzerland,Nuclear (quad Btu),2021,0.190532473
Switzerland,Nuclear (quad Btu),2022,0.239985234
Switzerland,Nuclear (quad Btu),2023,0.242279906
Taiwan,Nuclear (quad Btu),2020,0.315524751
Taiwan,Nuclear (quad Btu),2021,0.278871325
Taiwan,Nuclear (quad Btu),2022,0.229988382
Taiwan,Nuclear (quad Btu),2023,0.178655243
Ukraine,Nuclear (quad Btu),2020,0.826905523
Ukraine,Nuclear (quad Btu),2021,0.935463867
Ukraine,Nuclear (quad Btu),2022,0.673541363
Ukraine,Nuclear (quad Btu),2023,0.563594029
United Arab Emirates,Nuclear (quad Btu),2020,0.017973958
United Arab Emirates,Nuclear (quad Btu),2021,0.101029499
United Arab Emirates,Nuclear (quad Btu),2022,0.193689216
United Arab Emirates,Nuclear (quad Btu),2023,0.331810702
United Kingdom,Nuclear (quad Btu),2020,0.4114148
United Kingdom,Nuclear (quad Btu),2021,0.360619598
United Kingdom,Nuclear (quad Btu),2022,0.375209191
United Kingdom,Nuclear (quad Btu),2023,0.320373386
United States,Nuclear (quad Btu),2020,8.251074602
United States,Nuclear (quad Btu),2021,8.130913481
United States,Nuclear (quad Btu),2022,8.061020419
United States,Nuclear (quad Btu),2023,8.098974362
Albania,Natural gas (quad Btu),2021,0.002065834
Algeria,Natural gas (quad Btu),2021,1.835525938
Angola,Natural gas (quad Btu),2021,0.043790702
Argentina,Natural gas (quad Btu),2021,1.729897928
Armenia,Natural gas (quad Btu),2021,0.100477576
Australia,Natural gas (quad Btu),2021,1.677081772
Austria,Natural gas (quad Btu),2021,0.336714823
Azerbaijan,Natural gas (quad Btu),2021,0.480489387
Bahrain,Natural gas (quad Btu),2021,0.671485371
Bangladesh,Natural gas (quad Btu),2021,1.149683973
Barbados,Natural gas (quad Btu),2021,0.000671793
Belarus,Natural gas (quad Btu),2021,0.645946593
Belgium,Natural gas (quad Btu),2021,0.652547642
Benin,Natural gas (quad Btu),2021,0.006688556
Bolivia,Natural gas (quad Btu),2021,0.125208518
Bosnia and Herzegovina,Natural gas (quad Btu),2021,0.008083093
Brazil,Natural gas (quad Btu),2021,1.378988418
Brunei,Natural gas (quad Btu),2021,0.146682211
Bulgaria,Natural gas (quad Btu),2021,0.121979246
Burma,Natural gas (quad Btu),2021,0.158126871
Cameroon,Natural gas (quad Btu),2021,0.029126917
Canada,Natural gas (quad Btu),2021,4.584224403
Chile,Natural gas (quad Btu),2021,0.24131805
China,Natural gas (quad Btu),2021,13.68102833
Colombia,Natural gas (quad Btu),2021,0.37686915
Congo-Brazzaville,Natural gas (quad Btu),2021,0.015344414
Cote d'Ivoire,Natural gas (quad Btu),2021,0.087761954
Croatia,Natural gas (quad Btu),2021,0.106299805
Cuba,Natural gas (quad Btu),2021,0.030479307
Czechia,Natural gas (quad Btu),2021,0.343556587
Denmark,Natural gas (quad Btu),2021,0.115514621
Dominican Republic,Natural gas (quad Btu),2021,0.08385737
Ecuador,Natural gas (quad Btu),2021,0.011116827
Egypt,Natural gas (quad Btu),2021,2.238822488
Equatorial Guinea,Natural gas (quad Btu),2021,0.078612828
Estonia,Natural gas (quad Btu),2021,0.017483043
Finland,Natural gas (quad Btu),2021,0.088701188
France,Natural gas (quad Btu),2021,1.598470997
Gabon,Natural gas (quad Btu),2021,0.016786419
Georgia,Natural gas (quad Btu),2021,0.09423454
Germany,Natural gas (quad Btu),2021,3.405369702
Ghana,Natural gas (quad Btu),2021,0.126731044
Gibraltar,Natural gas (quad Btu),2021,0.003333285
Greece,Natural gas (quad Btu),2021,0.24003902
Guatemala,Natural gas (quad Btu),2021,0.000120332
Guyana,Natural gas (quad Btu),2021,4.49E-05
Haiti,Natural gas (quad Btu),2021,0.00014248
Hong Kong,Natural gas (quad Btu),2021,0.196683659
Hungary,Natural gas (quad Btu),2021,0.404054172
India,Natural gas (quad Btu),2021,2.466650364
Indonesia,Natural gas (quad Btu),2021,1.389306793
Iran,Natural gas (quad Btu),2021,8.996772972
Iraq,Natural gas (quad Btu),2021,0.64075289
Ireland,Natural gas (quad Btu),2021,0.194603581
Israel,Natural gas (quad Btu),2021,0.426254868
Italy,Natural gas (quad Btu),2021,2.758075698
Jamaica,Natural gas (quad Btu),2021,0.026236876
Japan,Natural gas (quad Btu),2021,3.828821474
Jordan,Natural gas (quad Btu),2021,0.144828394
Kazakhstan,Natural gas (quad Btu),2021,0.679314258
Kuwait,Natural gas (quad Btu),2021,0.868592422
Kyrgyzstan,Natural gas (quad Btu),2021,0.014555763
Latvia,Natural gas (quad Btu),2021,0.042796551
Libya,Natural gas (quad Btu),2021,0.31090195
Lithuania,Natural gas (quad Btu),2021,0.082852553
Luxembourg,Natural gas (quad Btu),2021,0.029489881
Macau,Natural gas (quad Btu),2021,0.003169451
Malaysia,Natural gas (quad Btu),2021,1.590330696
Malta,Natural gas (quad Btu),2021,0.017947956
Mexico,Natural gas (quad Btu),2021,3.22882943
Moldova,Natural gas (quad Btu),2021,0.098168633
Morocco,Natural gas (quad Btu),2021,0.031105169
Mozambique,Natural gas (quad Btu),2021,0.055456839
Netherlands,Natural gas (quad Btu),2021,1.320201307
New Zealand,Natural gas (quad Btu),2021,0.146473619
Niger,Natural gas (quad Btu),2021,0.001083793
Nigeria,Natural gas (quad Btu),2021,0.705658457
North Macedonia,Natural gas (quad Btu),2021,0.015504848
Norway,Natural gas (quad Btu),2021,0.201985169
Oman,Natural gas (quad Btu),2021,0.932135307
Pakistan,Natural gas (quad Btu),2021,1.2295137
Panama,Natural gas (quad Btu),2021,0.010771405
Papua New Guinea,Natural gas (quad Btu),2021,0.006174009
Peru,Natural gas (quad Btu),2021,0.340257502
Philippines,Natural gas (quad Btu),2021,0.119293877
Poland,Natural gas (quad Btu),2021,0.770962483
Portugal,Natural gas (quad Btu),2021,0.217437586
Puerto Rico,Natural gas (quad Btu),2021,0.074859897
Qatar,Natural gas (quad Btu),2021,1.698743229
Romania,Natural gas (quad Btu),2021,0.410633199
Russia,Natural gas (quad Btu),2021,17.87417203
Rwanda,Natural gas (quad Btu),2021,0.00229892
Saudi Arabia,Natural gas (quad Btu),2021,4.273360955
Senegal,Natural gas (quad Btu),2021,0.001734804
Serbia,Natural gas (quad Btu),2021,0.10482522
Singapore,Natural gas (quad Btu),2021,0.516308863
Slovakia,Natural gas (quad Btu),2021,0.202991614
Slovenia,Natural gas (quad Btu),2021,0.034204895
South Africa,Natural gas (quad Btu),2021,0.14198955
South Korea,Natural gas (quad Btu),2021,2.364167311
Spain,Natural gas (quad Btu),2021,1.299365302
Suriname,Natural gas (quad Btu),2021,0.000261097
Sweden,Natural gas (quad Btu),2021,0.048242236
Switzerland,Natural gas (quad Btu),2021,0.138054335
Syria,Natural gas (quad Btu),2021,0.122096182
Taiwan,Natural gas (quad Btu),2021,1.026237236
Tajikistan,Natural gas (quad Btu),2021,0.003126998
Tanzania,Natural gas (quad Btu),2021,0.052128707
Thailand,Natural gas (quad Btu),2021,1.720097736
The Bahamas,Natural gas (quad Btu),2021,0.000415837
Togo,Natural gas (quad Btu),2021,0.005565724
Trinidad and Tobago,Natural gas (quad Btu),2021,0.602243202
Tunisia,Natural gas (quad Btu),2021,0.213075573
Turkiye,Natural gas (quad Btu),2021,2.146955039
Turkmenistan,Natural gas (quad Btu),2021,1.519340437
Ukraine,Natural gas (quad Btu),2021,0.916536851
United Arab Emirates,Natural gas (quad Btu),2021,2.483409164
United Kingdom,Natural gas (quad Btu),2021,2.920103033
United States,Natural gas (quad Btu),2021,31.71111296
Uruguay,Natural gas (quad Btu),2021,0.003202991
Uzbekistan,Natural gas (quad Btu),2021,1.625246453
Venezuela,Natural gas (quad Btu),2021,0.812330426
Vietnam,Natural gas (quad Btu),2021,0.255356877
Yemen,Natural gas (quad Btu),2021,0.000394133
Albania,Natural gas (quad Btu),2022,0.001773428
Algeria,Natural gas (quad Btu),2022,1.919772843
Angola,Natural gas (quad Btu),2022,0.049310538
Argentina,Natural gas (quad Btu),2022,1.733863481
Armenia,Natural gas (quad Btu),2022,0.106826613
Australia,Natural gas (quad Btu),2022,1.829687794
Austria,Natural gas (quad Btu),2022,0.294697737
Azerbaijan,Natural gas (quad Btu),2022,0.510785928
Bahrain,Natural gas (quad Btu),2022,0.701207231
Bangladesh,Natural gas (quad Btu),2022,1.095087426
Barbados,Natural gas (quad Btu),2022,0.000804385
Belarus,Natural gas (quad Btu),2022,0.608052479
Belgium,Natural gas (quad Btu),2022,0.549896134
Benin,Natural gas (quad Btu),2022,0.005785115
Bolivia,Natural gas (quad Btu),2022,0.138261353
Bosnia and Herzegovina,Natural gas (quad Btu),2022,0.008102508
Brazil,Natural gas (quad Btu),2022,1.069454665
Brunei,Natural gas (quad Btu),2022,0.138915607
Bulgaria,Natural gas (quad Btu),2022,0.10045099
Burma,Natural gas (quad Btu),2022,0.159686439
Cameroon,Natural gas (quad Btu),2022,0.025352453
Canada,Natural gas (quad Btu),2022,4.823817283
Chile,Natural gas (quad Btu),2022,0.250104373
China,Natural gas (quad Btu),2022,13.58657012
Colombia,Natural gas (quad Btu),2022,0.375679979
Congo-Brazzaville,Natural gas (quad Btu),2022,0.01564021
Cote d'Ivoire,Natural gas (quad Btu),2022,0.094480618
Croatia,Natural gas (quad Btu),2022,0.09249164
Cuba,Natural gas (quad Btu),2022,0.02978199
Czechia,Natural gas (quad Btu),2022,0.276833728
Denmark,Natural gas (quad Btu),2022,0.090797945
Dominican Republic,Natural gas (quad Btu),2022,0.090235164
Ecuador,Natural gas (quad Btu),2022,0.01010224
Egypt,Natural gas (quad Btu),2022,2.189445932
El Salvador,Natural gas (quad Btu),2022,0.009157152
Equatorial Guinea,Natural gas (quad Btu),2022,0.082618832
Estonia,Natural gas (quad Btu),2022,0.012972275
Finland,Natural gas (quad Btu),2022,0.043779669
France,Natural gas (quad Btu),2022,1.472829875
Gabon,Natural gas (quad Btu),2022,0.017119189
Georgia,Natural gas (quad Btu),2022,0.114733666
Germany,Natural gas (quad Btu),2022,3.067069536
Ghana,Natural gas (quad Btu),2022,0.144658022
