country,energy type,year,emission,per capita emission
Mongolia,Coal and coke (MMtonnes CO2),2023,13.48947622,0.007126096
Montenegro,Coal and coke (MMtonnes CO2),2023,1.542998088,0.007126096
Montserrat,Coal and coke (MMtonnes CO2),2023,1.07E-09,0.007126096
Morocco,Coal and coke (MMtonnes CO2),2023,23.02398332,0.007126096
Mozambique,Coal and coke (MMtonnes CO2),2023,-0.068286951,0.007126096
Namibia,Coal and coke (MMtonnes CO2),2023,0.047988549,0.007126096
Nepal,Coal and coke (MMtonnes CO2),2023,2.025114891,0.007126096
Netherlands,Coal and coke (MMtonnes CO2),2023,23.70055497,0.007126096
Netherlands Antilles,Coal and coke (MMtonnes CO2),2023,-6.09E-06,0.007126096
New Caledonia,Coal and coke (MMtonnes CO2),2023,2.311840608,0.007126096
New Zealand,Coal and coke (MMtonnes CO2),2023,4.239595132,0.007126096
Nicaragua,Coal and coke (MMtonnes CO2),2023,2.31E-06,0.007126096
Niger,Coal and coke (MMtonnes CO2),2023,0.622307054,0.007126096
Nigeria,Coal and coke (MMtonnes CO2),2023,2.962007277,0.007126096
Niue,Coal and coke (MMtonnes CO2),2023,6.32E-08,0.007126096
North Korea,Coal and coke (MMtonnes CO2),2023,52.98498986,0.007126096
North Macedonia,Coal and coke (MMtonnes CO2),2023,3.013933424,0.007126096
Norway,Coal and coke (MMtonnes CO2),2023,2.92927443,0.007126096
Oman,Coal and coke (MMtonnes CO2),2023,0.661373648,0.007126096
Pakistan,Coal and coke (MMtonnes CO2),2023,59.9367362,0.007126096
Panama,Coal and coke (MMtonnes CO2),2023,1.968632784,0.007126096
Papua New Guinea,Coal and coke (MMtonnes CO2),2023,0.001201983,0.007126096
Paraguay,Coal and coke (MMtonnes CO2),2023,0.002184438,0.007126096
Peru,Coal and coke (MMtonnes CO2),2023,2.177280369,0.007126096
Philippines,Coal and coke (MMtonnes CO2),2023,88.58114312,0.007126096
Poland,Coal and coke (MMtonnes CO2),2023,132.1007994,0.007126096
Portugal,Coal and coke (MMtonnes CO2),2023,0.019524665,0.007126096
Puerto Rico,Coal and coke (MMtonnes CO2),2023,2.489801776,0.007126096
Qatar,Coal and coke (MMtonnes CO2),2023,0.010428832,0.007126096
Romania,Coal and coke (MMtonnes CO2),2023,13.06980234,0.007126096
Russia,Coal and coke (MMtonnes CO2),2023,479.3114181,0.007126096
Rwanda,Coal and coke (MMtonnes CO2),2023,0.225868527,0.007126096
Saint Helena,Coal and coke (MMtonnes CO2),2023,1.71E-08,0.007126096
Saint Vincent/Grenadines,Coal and coke (MMtonnes CO2),2023,0.019197697,0.007126096
Saudi Arabia,Coal and coke (MMtonnes CO2),2023,0.383698946,0.007126096
Senegal,Coal and coke (MMtonnes CO2),2023,0.455566394,0.007126096
Serbia,Coal and coke (MMtonnes CO2),2023,27.74327007,0.007126096
Seychelles,Coal and coke (MMtonnes CO2),2023,9.24E-05,0.007126096
Singapore,Coal and coke (MMtonnes CO2),2023,2.337792303,0.007126096
Slovakia,Coal and coke (MMtonnes CO2),2023,9.607225873,0.007126096
Slovenia,Coal and coke (MMtonnes CO2),2023,2.705521756,0.007126096
Somalia,Coal and coke (MMtonnes CO2),2023,1.04E-05,0.007126096
South Africa,Coal and coke (MMtonnes CO2),2023,365.2689673,0.007126096
South Korea,Coal and coke (MMtonnes CO2),2023,275.4110188,0.007126096
Spain,Coal and coke (MMtonnes CO2),2023,13.39045465,0.007126096
Sri Lanka,Coal and coke (MMtonnes CO2),2023,5.150087405,0.007126096
Sudan,Coal and coke (MMtonnes CO2),2023,0.000341696,0.007126096
Suriname,Coal and coke (MMtonnes CO2),2023,1.60E-07,0.007126096
Sweden,Coal and coke (MMtonnes CO2),2023,5.323661361,0.007126096
Switzerland,Coal and coke (MMtonnes CO2),2023,0.194709421,0.007126096
Syria,Coal and coke (MMtonnes CO2),2023,0.033221877,0.007126096
Taiwan,Coal and coke (MMtonnes CO2),2023,140.7342896,0.007126096
Tajikistan,Coal and coke (MMtonnes CO2),2023,4.675619233,0.007126096
Tanzania,Coal and coke (MMtonnes CO2),2023,1.687384151,0.007126096
Thailand,Coal and coke (MMtonnes CO2),2023,79.92788201,0.007126096
The Bahamas,Coal and coke (MMtonnes CO2),2023,0.001765226,0.007126096
Togo,Coal and coke (MMtonnes CO2),2023,0.371820906,0.007126096
Trinidad and Tobago,Coal and coke (MMtonnes CO2),2023,0.005976092,0.007126096
Tunisia,Coal and coke (MMtonnes CO2),2023,0.00412796,0.007126096
Turkiye,Coal and coke (MMtonnes CO2),2023,155.2600121,0.007126096
Turkmenistan,Coal and coke (MMtonnes CO2),2023,0.000114808,0.007126096
U.S. Territories,Coal and coke (MMtonnes CO2),2023,0,0.007126096
U.S. Virgin Islands,Coal and coke (MMtonnes CO2),2023,-3.82E-07,0.007126096
Uganda,Coal and coke (MMtonnes CO2),2023,-0.000397589,0.007126096
Ukraine,Coal and coke (MMtonnes CO2),2023,45.51179619,0.007126096
United Arab Emirates,Coal and coke (MMtonnes CO2),2023,12.78839434,0.007126096
United Kingdom,Coal and coke (MMtonnes CO2),2023,17.09321559,0.007126096
United States,Coal and coke (MMtonnes CO2),2023,777.302448,0.007126096
Uruguay,Coal and coke (MMtonnes CO2),2023,0.038889698,0.007126096
Uzbekistan,Coal and coke (MMtonnes CO2),2023,12.8446518,0.007126096
Venezuela,Coal and coke (MMtonnes CO2),2023,0.179272521,0.007126096
Vietnam,Coal and coke (MMtonnes CO2),2023,218.5015561,0.007126096
Yemen,Coal and coke (MMtonnes CO2),2023,0.092524736,0.007126096
Zambia,Coal and coke (MMtonnes CO2),2023,4.83521946,0.007126096
Zimbabwe,Coal and coke (MMtonnes CO2),2023,7.629125349,0.007126096
Afghanistan,Petroleum and other liquids (MMtonnes CO2),2022,6.4478125,0.007126096
Albania,Petroleum and other liquids (MMtonnes CO2),2022,3.5145459,0.007126096
Algeria,Petroleum and other liquids (MMtonnes CO2),2022,56.156781,0.007126096
American Samoa,Petroleum and other liquids (MMtonnes CO2),2022,0.39,0.007126096
Angola,Petroleum and other liquids (MMtonnes CO2),2022,16.6940697,0.007126096
Antarctica,Petroleum and other liquids (MMtonnes CO2),2022,0.012,0.007126096
Antigua and Barbuda,Petroleum and other liquids (MMtonnes CO2),2022,0.7346106,0.007126096
Argentina,Petroleum and other liquids (MMtonnes CO2),2022,101.9870503,0.007126096
Armenia,Petroleum and other liquids (MMtonnes CO2),2022,1.863,0.007126096
Aruba,Petroleum and other liquids (MMtonnes CO2),2022,1.181,0.007126096
Australia,Petroleum and other liquids (MMtonnes CO2),2022,145.50394,0.007126096
Austria,Petroleum and other liquids (MMtonnes CO2),2022,32.98795,0.007126096
Azerbaijan,Petroleum and other liquids (MMtonnes CO2),2022,13.557625,0.007126096
Bahrain,Petroleum and other liquids (MMtonnes CO2),2022,8.640289,0.007126096
Bangladesh,Petroleum and other liquids (MMtonnes CO2),2022,39.750969,0.007126096
Barbados,Petroleum and other liquids (MMtonnes CO2),2022,1.302,0.007126096
Belarus,Petroleum and other liquids (MMtonnes CO2),2022,15.5359363,0.007126096
Belgium,Petroleum and other liquids (MMtonnes CO2),2022,79.13388,0.007126096
Belize,Petroleum and other liquids (MMtonnes CO2),2022,0.6722468,0.007126096
Benin,Petroleum and other liquids (MMtonnes CO2),2022,5.128824,0.007126096
Bermuda,Petroleum and other liquids (MMtonnes CO2),2022,0.5860833,0.007126096
Bhutan,Petroleum and other liquids (MMtonnes CO2),2022,0.447,0.007126096
Bolivia,Petroleum and other liquids (MMtonnes CO2),2022,13.867091,0.007126096
Bosnia and Herzegovina,Petroleum and other liquids (MMtonnes CO2),2022,4.783144,0.007126096
Botswana,Petroleum and other liquids (MMtonnes CO2),2022,2.969,0.007126096
Brazil,Petroleum and other liquids (MMtonnes CO2),2022,321.5701918,0.007126096
British Virgin Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.19,0.007126096
Brunei,Petroleum and other liquids (MMtonnes CO2),2022,2.078602,0.007126096
Bulgaria,Petroleum and other liquids (MMtonnes CO2),2022,14.257056,0.007126096
Burkina Faso,Petroleum and other liquids (MMtonnes CO2),2022,5.097,0.007126096
Burma,Petroleum and other liquids (MMtonnes CO2),2022,16.435002,0.007126096
Burundi,Petroleum and other liquids (MMtonnes CO2),2022,0.776,0.007126096
Cabo Verde,Petroleum and other liquids (MMtonnes CO2),2022,0.689,0.007126096
Cambodia,Petroleum and other liquids (MMtonnes CO2),2022,10.14,0.007126096
Cameroon,Petroleum and other liquids (MMtonnes CO2),2022,5.503585,0.007126096
Canada,Petroleum and other liquids (MMtonnes CO2),2022,292.28032,0.007126096
Cayman Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.748,0.007126096
Central African Republic,Petroleum and other liquids (MMtonnes CO2),2022,0.305117,0.007126096
Chad,Petroleum and other liquids (MMtonnes CO2),2022,2.0017925,0.007126096
Chile,Petroleum and other liquids (MMtonnes CO2),2022,56.21183,0.007126096
China,Petroleum and other liquids (MMtonnes CO2),2022,1720.090333,0.007126096
Colombia,Petroleum and other liquids (MMtonnes CO2),2022,54.001,0.007126096
Comoros,Petroleum and other liquids (MMtonnes CO2),2022,0.4207925,0.007126096
Congo-Brazzaville,Petroleum and other liquids (MMtonnes CO2),2022,1.77671,0.007126096
Congo-Kinshasa,Petroleum and other liquids (MMtonnes CO2),2022,5.007,0.007126096
Cook Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.099,0.007126096
Costa Rica,Petroleum and other liquids (MMtonnes CO2),2022,7.84613,0.007126096
Cote d'Ivoire,Petroleum and other liquids (MMtonnes CO2),2022,11.324154,0.007126096
Croatia,Petroleum and other liquids (MMtonnes CO2),2022,9.892617,0.007126096
Cuba,Petroleum and other liquids (MMtonnes CO2),2022,18.565901,0.007126096
Cyprus,Petroleum and other liquids (MMtonnes CO2),2022,6.70576,0.007126096
Czechia,Petroleum and other liquids (MMtonnes CO2),2022,25.2227,0.007126096
Denmark,Petroleum and other liquids (MMtonnes CO2),2022,22.02893,0.007126096
Djibouti,Petroleum and other liquids (MMtonnes CO2),2022,0.6194936,0.007126096
Dominica,Petroleum and other liquids (MMtonnes CO2),2022,0.17,0.007126096
Dominican Republic,Petroleum and other liquids (MMtonnes CO2),2022,20.563527,0.007126096
Ecuador,Petroleum and other liquids (MMtonnes CO2),2022,38.459882,0.007126096
Egypt,Petroleum and other liquids (MMtonnes CO2),2022,110.976086,0.007126096
El Salvador,Petroleum and other liquids (MMtonnes CO2),2022,7.984984,0.007126096
Equatorial Guinea,Petroleum and other liquids (MMtonnes CO2),2022,0.865,0.007126096
Eritrea,Petroleum and other liquids (MMtonnes CO2),2022,0.71,0.007126096
Estonia,Petroleum and other liquids (MMtonnes CO2),2022,4.14532,0.007126096
Eswatini,Petroleum and other liquids (MMtonnes CO2),2022,0.8892989,0.007126096
Ethiopia,Petroleum and other liquids (MMtonnes CO2),2022,14.854528,0.007126096
Falkland Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.0376234,0.007126096
Faroe Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.74,0.007126096
Fiji,Petroleum and other liquids (MMtonnes CO2),2022,1.3531853,0.007126096
Finland,Petroleum and other liquids (MMtonnes CO2),2022,25.39304,0.007126096
France,Petroleum and other liquids (MMtonnes CO2),2022,209.3638,0.007126096
French Polynesia,Petroleum and other liquids (MMtonnes CO2),2022,0.9541714,0.007126096
Gabon,Petroleum and other liquids (MMtonnes CO2),2022,1.94134,0.007126096
"Gambia, The",Petroleum and other liquids (MMtonnes CO2),2022,0.522,0.007126096
Georgia,Petroleum and other liquids (MMtonnes CO2),2022,4.285542,0.007126096
Germany,Petroleum and other liquids (MMtonnes CO2),2022,289.74178,0.007126096
Ghana,Petroleum and other liquids (MMtonnes CO2),2022,12.977826,0.007126096
Gibraltar,Petroleum and other liquids (MMtonnes CO2),2022,15.425,0.007126096
Greece,Petroleum and other liquids (MMtonnes CO2),2022,45.27827,0.007126096
Greenland,Petroleum and other liquids (MMtonnes CO2),2022,0.5350159,0.007126096
Grenada,Petroleum and other liquids (MMtonnes CO2),2022,0.3551845,0.007126096
Guam,Petroleum and other liquids (MMtonnes CO2),2022,1.83,0.007126096
Guatemala,Petroleum and other liquids (MMtonnes CO2),2022,16.98597,0.007126096
Guinea,Petroleum and other liquids (MMtonnes CO2),2022,4.3793784,0.007126096
Guinea-Bissau,Petroleum and other liquids (MMtonnes CO2),2022,0.355,0.007126096
Guyana,Petroleum and other liquids (MMtonnes CO2),2022,2.6754375,0.007126096
Haiti,Petroleum and other liquids (MMtonnes CO2),2022,2.889,0.007126096
Honduras,Petroleum and other liquids (MMtonnes CO2),2022,10.7831302,0.007126096
Hong Kong,Petroleum and other liquids (MMtonnes CO2),2022,33.470483,0.007126096
Hungary,Petroleum and other liquids (MMtonnes CO2),2022,21.74753,0.007126096
Iceland,Petroleum and other liquids (MMtonnes CO2),2022,2.84401,0.007126096
India,Petroleum and other liquids (MMtonnes CO2),2022,612.8035835,0.007126096
Indonesia,Petroleum and other liquids (MMtonnes CO2),2022,210.546376,0.007126096
Iran,Petroleum and other liquids (MMtonnes CO2),2022,280.3220859,0.007126096
Iraq,Petroleum and other liquids (MMtonnes CO2),2022,149.609778,0.007126096
Ireland,Petroleum and other liquids (MMtonnes CO2),2022,22.59514,0.007126096
Israel,Petroleum and other liquids (MMtonnes CO2),2022,29.75321,0.007126096
Italy,Petroleum and other liquids (MMtonnes CO2),2022,164.33281,0.007126096
Jamaica,Petroleum and other liquids (MMtonnes CO2),2022,6.13307,0.007126096
Japan,Petroleum and other liquids (MMtonnes CO2),2022,406.10693,0.007126096
Jordan,Petroleum and other liquids (MMtonnes CO2),2022,13.069934,0.007126096
Kazakhstan,Petroleum and other liquids (MMtonnes CO2),2022,51.2064853,0.007126096
Kenya,Petroleum and other liquids (MMtonnes CO2),2022,15.835117,0.007126096
Kiribati,Petroleum and other liquids (MMtonnes CO2),2022,0.0760623,0.007126096
Kosovo,Petroleum and other liquids (MMtonnes CO2),2022,2.38074,0.007126096
Kuwait,Petroleum and other liquids (MMtonnes CO2),2022,46.2617567,0.007126096
Kyrgyzstan,Petroleum and other liquids (MMtonnes CO2),2022,4.122,0.007126096
Laos,Petroleum and other liquids (MMtonnes CO2),2022,3.5494424,0.007126096
Latvia,Petroleum and other liquids (MMtonnes CO2),2022,4.94757,0.007126096
Lebanon,Petroleum and other liquids (MMtonnes CO2),2022,16.73,0.007126096
Lesotho,Petroleum and other liquids (MMtonnes CO2),2022,0.9461198,0.007126096
Liberia,Petroleum and other liquids (MMtonnes CO2),2022,0.652234,0.007126096
Libya,Petroleum and other liquids (MMtonnes CO2),2022,28.407425,0.007126096
Lithuania,Petroleum and other liquids (MMtonnes CO2),2022,9.41003,0.007126096
Luxembourg,Petroleum and other liquids (MMtonnes CO2),2022,7.70803,0.007126096
Macau,Petroleum and other liquids (MMtonnes CO2),2022,1.2664994,0.007126096
Madagascar,Petroleum and other liquids (MMtonnes CO2),2022,2.7998903,0.007126096
Malawi,Petroleum and other liquids (MMtonnes CO2),2022,2.1394485,0.007126096
Malaysia,Petroleum and other liquids (MMtonnes CO2),2022,85.272297,0.007126096
Maldives,Petroleum and other liquids (MMtonnes CO2),2022,1.8015611,0.007126096
Mali,Petroleum and other liquids (MMtonnes CO2),2022,6.662585,0.007126096
Malta,Petroleum and other liquids (MMtonnes CO2),2022,8.2400873,0.007126096
Mauritania,Petroleum and other liquids (MMtonnes CO2),2022,4.724117,0.007126096
Mauritius,Petroleum and other liquids (MMtonnes CO2),2022,3.924,0.007126096
Mexico,Petroleum and other liquids (MMtonnes CO2),2022,230.24496,0.007126096
Micronesia,Petroleum and other liquids (MMtonnes CO2),2022,0.1146857,0.007126096
Moldova,Petroleum and other liquids (MMtonnes CO2),2022,3.0454423,0.007126096
Mongolia,Petroleum and other liquids (MMtonnes CO2),2022,5.397,0.007126096
Montenegro,Petroleum and other liquids (MMtonnes CO2),2022,1.207348,0.007126096
Montserrat,Petroleum and other liquids (MMtonnes CO2),2022,0.025,0.007126096
Morocco,Petroleum and other liquids (MMtonnes CO2),2022,40.048858,0.007126096
Mozambique,Petroleum and other liquids (MMtonnes CO2),2022,6.257016,0.007126096
Namibia,Petroleum and other liquids (MMtonnes CO2),2022,3.317819,0.007126096
Nauru,Petroleum and other liquids (MMtonnes CO2),2022,0.081,0.007126096
Nepal,Petroleum and other liquids (MMtonnes CO2),2022,8.713,0.007126096
Netherlands,Petroleum and other liquids (MMtonnes CO2),2022,106.52095,0.007126096
Netherlands Antilles,Petroleum and other liquids (MMtonnes CO2),2022,7.649234,0.007126096
New Caledonia,Petroleum and other liquids (MMtonnes CO2),2022,2.4324348,0.007126096
New Zealand,Petroleum and other liquids (MMtonnes CO2),2022,21.31931,0.007126096
Nicaragua,Petroleum and other liquids (MMtonnes CO2),2022,3.878129,0.007126096
Niger,Petroleum and other liquids (MMtonnes CO2),2022,2.394119,0.007126096
Nigeria,Petroleum and other liquids (MMtonnes CO2),2022,70.099,0.007126096
Niue,Petroleum and other liquids (MMtonnes CO2),2022,0.0080779,0.007126096
North Korea,Petroleum and other liquids (MMtonnes CO2),2022,2.606,0.007126096
North Macedonia,Petroleum and other liquids (MMtonnes CO2),2022,3.6578197,0.007126096
Norway,Petroleum and other liquids (MMtonnes CO2),2022,27.08712,0.007126096
Oman,Petroleum and other liquids (MMtonnes CO2),2022,27.787415,0.007126096
Pakistan,Petroleum and other liquids (MMtonnes CO2),2022,88.488949,0.007126096
Palestinian Territories,Petroleum and other liquids (MMtonnes CO2),2022,3.808,0.007126096
Panama,Petroleum and other liquids (MMtonnes CO2),2022,20.765096,0.007126096
Papua New Guinea,Petroleum and other liquids (MMtonnes CO2),2022,4.2173499,0.007126096
Paraguay,Petroleum and other liquids (MMtonnes CO2),2022,7.727543,0.007126096
Peru,Petroleum and other liquids (MMtonnes CO2),2022,35.447965,0.007126096
Philippines,Petroleum and other liquids (MMtonnes CO2),2022,58.106293,0.007126096
Poland,Petroleum and other liquids (MMtonnes CO2),2022,94.30124,0.007126096
Portugal,Petroleum and other liquids (MMtonnes CO2),2022,31.51608,0.007126096
Puerto Rico,Petroleum and other liquids (MMtonnes CO2),2022,11.56141,0.007126096
Qatar,Petroleum and other liquids (MMtonnes CO2),2022,26.1055446,0.007126096
Romania,Petroleum and other liquids (MMtonnes CO2),2022,31.02162,0.007126096
Russia,Petroleum and other liquids (MMtonnes CO2),2022,444.813444,0.007126096
Rwanda,Petroleum and other liquids (MMtonnes CO2),2022,1.249,0.007126096
Saint Helena,Petroleum and other liquids (MMtonnes CO2),2022,0.012,0.007126096
Saint Kitts and Nevis,Petroleum and other liquids (MMtonnes CO2),2022,0.273,0.007126096
Saint Lucia,Petroleum and other liquids (MMtonnes CO2),2022,0.614,0.007126096
Saint Pierre and Miquelon,Petroleum and other liquids (MMtonnes CO2),2022,0.055,0.007126096
Saint Vincent/Grenadines,Petroleum and other liquids (MMtonnes CO2),2022,0.251,0.007126096
Samoa,Petroleum and other liquids (MMtonnes CO2),2022,0.31,0.007126096
Sao Tome and Principe,Petroleum and other liquids (MMtonnes CO2),2022,0.1414287,0.007126096
Saudi Arabia,Petroleum and other liquids (MMtonnes CO2),2022,401.2900828,0.007126096
Senegal,Petroleum and other liquids (MMtonnes CO2),2022,9.588056,0.007126096
Serbia,Petroleum and other liquids (MMtonnes CO2),2022,11.48505,0.007126096
Seychelles,Petroleum and other liquids (MMtonnes CO2),2022,0.8670655,0.007126096
Sierra Leone,Petroleum and other liquids (MMtonnes CO2),2022,1.3,0.007126096
Singapore,Petroleum and other liquids (MMtonnes CO2),2022,199.16649,0.007126096
Slovakia,Petroleum and other liquids (MMtonnes CO2),2022,12.04636,0.007126096
Slovenia,Petroleum and other liquids (MMtonnes CO2),2022,7.41265,0.007126096
Solomon Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.2991768,0.007126096
Somalia,Petroleum and other liquids (MMtonnes CO2),2022,0.815,0.007126096
South Africa,Petroleum and other liquids (MMtonnes CO2),2022,71.857812,0.007126096
South Korea,Petroleum and other liquids (MMtonnes CO2),2022,251.01012,0.007126096
South Sudan,Petroleum and other liquids (MMtonnes CO2),2022,1.678,0.007126096
Spain,Petroleum and other liquids (MMtonnes CO2),2022,184.1298,0.007126096
Sri Lanka,Petroleum and other liquids (MMtonnes CO2),2022,13.226242,0.007126096
Sudan,Petroleum and other liquids (MMtonnes CO2),2022,17.735841,0.007126096
Suriname,Petroleum and other liquids (MMtonnes CO2),2022,2.534,0.007126096
Sweden,Petroleum and other liquids (MMtonnes CO2),2022,38.07928,0.007126096
Switzerland,Petroleum and other liquids (MMtonnes CO2),2022,27.0186,0.007126096
Syria,Petroleum and other liquids (MMtonnes CO2),2022,14.517893,0.007126096
Taiwan,Petroleum and other liquids (MMtonnes CO2),2022,85.126816,0.007126096
Tajikistan,Petroleum and other liquids (MMtonnes CO2),2022,3.882492,0.007126096
Tanzania,Petroleum and other liquids (MMtonnes CO2),2022,11.723,0.007126096
Thailand,Petroleum and other liquids (MMtonnes CO2),2022,149.9490415,0.007126096
The Bahamas,Petroleum and other liquids (MMtonnes CO2),2022,3.0088079,0.007126096
Timor-Leste,Petroleum and other liquids (MMtonnes CO2),2022,0.6220935,0.007126096
Togo,Petroleum and other liquids (MMtonnes CO2),2022,1.887,0.007126096
Tonga,Petroleum and other liquids (MMtonnes CO2),2022,0.1646234,0.007126096
Trinidad and Tobago,Petroleum and other liquids (MMtonnes CO2),2022,3.686,0.007126096
Tunisia,Petroleum and other liquids (MMtonnes CO2),2022,14.3256738,0.007126096
Turkiye,Petroleum and other liquids (MMtonnes CO2),2022,138.98648,0.007126096
Turkmenistan,Petroleum and other liquids (MMtonnes CO2),2022,17.917679,0.007126096
Turks and Caicos Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.452,0.007126096
U.S. Pacific Islands,Petroleum and other liquids (MMtonnes CO2),2022,0.297,0.007126096
U.S. Virgin Islands,Petroleum and other liquids (MMtonnes CO2),2022,2.27154,0.007126096
Uganda,Petroleum and other liquids (MMtonnes CO2),2022,6.153,0.007126096
Ukraine,Petroleum and other liquids (MMtonnes CO2),2022,24.3038015,0.007126096
United Arab Emirates,Petroleum and other liquids (MMtonnes CO2),2022,123.360625,0.007126096
United Kingdom,Petroleum and other liquids (MMtonnes CO2),2022,192.78854,0.007126096
United States,Petroleum and other liquids (MMtonnes CO2),2022,2257.723649,0.007126096
Uruguay,Petroleum and other liquids (MMtonnes CO2),2022,6.84995,0.007126096
Uzbekistan,Petroleum and other liquids (MMtonnes CO2),2022,13.417824,0.007126096
Vanuatu,Petroleum and other liquids (MMtonnes CO2),2022,0.275,0.007126096
Venezuela,Petroleum and other liquids (MMtonnes CO2),2022,26.155831,0.007126096
Vietnam,Petroleum and other liquids (MMtonnes CO2),2022,68.43184,0.007126096
Wake Island,Petroleum and other liquids (MMtonnes CO2),2022,1.22,0.007126096
Western Sahara,Petroleum and other liquids (MMtonnes CO2),2022,0.251,0.007126096
Yemen,Petroleum and other liquids (MMtonnes CO2),2022,7.741388,0.007126096
Zambia,Petroleum and other liquids (MMtonnes CO2),2022,4.903117,0.007126096
Zimbabwe,Petroleum and other liquids (MMtonnes CO2),2022,4.812242,0.007126096
Afghanistan,Petroleum and other liquids (MMtonnes CO2),2023,6.827,0.007126096
Albania,Petroleum and other liquids (MMtonnes CO2),2023,2.733615,0.007126096
Algeria,Petroleum and other liquids (MMtonnes CO2),2023,57.795,0.007126096
American Samoa,Petroleum and other liquids (MMtonnes CO2),2023,0.389,0.007126096
Angola,Petroleum and other liquids (MMtonnes CO2),2023,17.21,0.007126096
Antarctica,Petroleum and other liquids (MMtonnes CO2),2023,0.013,0.007126096
Antigua and Barbuda,Petroleum and other liquids (MMtonnes CO2),2023,0.7246106,0.007126096
Argentina,Petroleum and other liquids (MMtonnes CO2),2023,102.998,0.007126096
Armenia,Petroleum and other liquids (MMtonnes CO2),2023,1.934,0.007126096
Aruba,Petroleum and other liquids (MMtonnes CO2),2023,1.163,0.007126096
Australia,Petroleum and other liquids (MMtonnes CO2),2023,154.34633,0.007126096
Austria,Petroleum and other liquids (MMtonnes CO2),2023,33.03583,0.007126096
Azerbaijan,Petroleum and other liquids (MMtonnes CO2),2023,13.954124,0.007126096
Bahrain,Petroleum and other liquids (MMtonnes CO2),2023,8.825,0.007126096
Bangladesh,Petroleum and other liquids (MMtonnes CO2),2023,42.083,0.007126096
Barbados,Petroleum and other liquids (MMtonnes CO2),2023,1.284,0.007126096
Belarus,Petroleum and other liquids (MMtonnes CO2),2023,15.884,0.007126096
Belgium,Petroleum and other liquids (MMtonnes CO2),2023,76.63508,0.007126096
Belize,Petroleum and other liquids (MMtonnes CO2),2023,0.6622468,0.007126096
Benin,Petroleum and other liquids (MMtonnes CO2),2023,5.263,0.007126096
Bermuda,Petroleum and other liquids (MMtonnes CO2),2023,0.5770833,0.007126096
Bhutan,Petroleum and other liquids (MMtonnes CO2),2023,0.492,0.007126096
Bolivia,Petroleum and other liquids (MMtonnes CO2),2023,13.647,0.007126096
Bosnia and Herzegovina,Petroleum and other liquids (MMtonnes CO2),2023,4.785,0.007126096
Botswana,Petroleum and other liquids (MMtonnes CO2),2023,3.079,0.007126096
Brazil,Petroleum and other liquids (MMtonnes CO2),2023,331.0792273,0.007126096
British Virgin Islands,Petroleum and other liquids (MMtonnes CO2),2023,0.188,0.007126096
Brunei,Petroleum and other liquids (MMtonnes CO2),2023,2.175,0.007126096
Bulgaria,Petroleum and other liquids (MMtonnes CO2),2023,13.958,0.007126096
Burkina Faso,Petroleum and other liquids (MMtonnes CO2),2023,5.243,0.007126096
Burma,Petroleum and other liquids (MMtonnes CO2),2023,17.39,0.007126096
Burundi,Petroleum and other liquids (MMtonnes CO2),2023,0.806,0.007126096
Cabo Verde,Petroleum and other liquids (MMtonnes CO2),2023,0.714,0.007126096
Cambodia,Petroleum and other liquids (MMtonnes CO2),2023,10.753,0.007126096
Cameroon,Petroleum and other liquids (MMtonnes CO2),2023,5.658,0.007126096
Canada,Petroleum and other liquids (MMtonnes CO2),2023,294.19557,0.007126096
Cayman Islands,Petroleum and other liquids (MMtonnes CO2),2023,0.737,0.007126096
Central African Republic,Petroleum and other liquids (MMtonnes CO2),2023,0.313,0.007126096
Chad,Petroleum and other liquids (MMtonnes CO2),2023,2.054,0.007126096
Chile,Petroleum and other liquids (MMtonnes CO2),2023,55.50364,0.007126096
China,Petroleum and other liquids (MMtonnes CO2),2023,1846.649,0.007126096
Colombia,Petroleum and other liquids (MMtonnes CO2),2023,49.727,0.007126096
Comoros,Petroleum and other liquids (MMtonnes CO2),2023,0.436,0.007126096
Congo-Brazzaville,Petroleum and other liquids (MMtonnes CO2),2023,1.826,0.007126096
Congo-Kinshasa,Petroleum and other liquids (MMtonnes CO2),2023,5.152,0.007126096
Cook Islands,Petroleum and other liquids (MMtonnes CO2),2023,0.103,0.007126096
Costa Rica,Petroleum and other liquids (MMtonnes CO2),2023,7.8523,0.007126096
Cote d'Ivoire,Petroleum and other liquids (MMtonnes CO2),2023,11.641,0.007126096
Croatia,Petroleum and other liquids (MMtonnes CO2),2023,9.858,0.007126096
Cuba,Petroleum and other liquids (MMtonnes CO2),2023,18.12,0.007126096
Cyprus,Petroleum and other liquids (MMtonnes CO2),2023,6.737,0.007126096
Czechia,Petroleum and other liquids (MMtonnes CO2),2023,25.70683,0.007126096
Denmark,Petroleum and other liquids (MMtonnes CO2),2023,22.53489,0.007126096
Djibouti,Petroleum and other liquids (MMtonnes CO2),2023,0.64,0.007126096
Dominica,Petroleum and other liquids (MMtonnes CO2),2023,0.168,0.007126096
